mean_current,std_current,max,min,peak_to_peak,kurtosis,label
0.4481461155226173,0.01923171294301103,0.5004461153222531,0.40037200591150535,0.10007410941074779,0.06358781629216725,normal
0.45236632626898204,0.023299112097133663,0.5250327032887555,0.38408705171404994,0.14094565157470557,0.4295178148451839,normal
0.44772685460716416,0.022313299683470837,0.4967917537113064,0.3926001558221084,0.10419159788919802,-0.4490028033725202,normal
0.45042027155221737,0.022382097329841307,0.498538692568088,0.3907109332542621,0.10782775931382593,0.17650820667787182,leakage
0.45485151958484515,0.019065385903556074,0.5083966501039807,0.41265598913171664,0.09574066097226408,-0.3205247291176483,normal
0.45427440444587147,0.020195778202469025,0.5008851787250252,0.3987517369548691,0.10213344177015615,0.6185476433006327,normal
0.45056404948949047,0.021979847480476617,0.5165014481215859,0.3994080094374885,0.11709343868409744,0.15771303347443677,normal
0.4542966844273662,0.021689352920661167,0.5099700056581525,0.41045688019043086,0.09951312546772167,-0.5398943808624246,normal
0.45392583449737955,0.021402273038034693,0.5129568185338557,0.4083172384088441,0.10463958012501157,0.04226978732257125,normal
0.44988303904337235,0.021076622675033185,0.49812543285933014,0.39908585445433153,0.09903957840499861,-0.34724474091933777,normal
0.4475667444321655,0.022775789575819962,0.4994571830492526,0.38983441581170397,0.1096227672375486,-0.31669507548497666,normal
0.44985104861006264,0.021711698083480908,0.4966064383729641,0.3801533705384741,0.11645306783449,0.4348125281708022,normal
0.45217683489785243,0.020853375464043356,0.5032443898745896,0.41097129112989333,0.0922730987446963,-0.6057130083615285,normal
0.4510058868213643,0.021319650581179135,0.503869758608522,0.4029117384762092,0.10095802013231281,-0.119881709284551,normal
0.4494991128447436,0.024307211660952958,0.5292995593139151,0.37850102878321235,0.1507985305307028,0.6099293728980038,mild_clogging
0.44615389279592,0.022805230410017075,0.49845985874659565,0.385798973036205,0.11266088571039068,-0.3544740505594697,normal
0.4530267263341174,0.023298865418928092,0.5083569401045407,0.39221558242979,0.1161413576747507,0.15271844617618324,normal
0.4508602835192491,0.024942591729273177,0.5164071294270293,0.37301024875489713,0.14339688067213213,0.6517428744792007,normal
0.45031041267309235,0.019595411138027263,0.5028673815489393,0.3940552044381436,0.10881217711079566,-0.12040108646337222,normal
0.4469026643621302,0.02041209015832859,0.49776222856943253,0.39656176563626355,0.10120046293316898,-0.2966051552936517,normal
0.44745276300146586,0.020787305023969527,0.5053448465766424,0.39296974231157994,0.11237510426506242,-0.13403535179697101,normal
0.44608245419053005,0.02166338368918221,0.4934352378341083,0.40022702176701064,0.09320821606709767,-0.8665370708060176,normal
0.4492233292440464,0.021932507115891273,0.5041776489561458,0.390682816662517,0.11349483229362883,-0.2297106946966907,normal
0.4485222651682436,0.02165120108540401,0.49680427142897265,0.3960030060832854,0.10080126534568723,0.14541891881294422,normal
0.449891132533291,0.023684799283996208,0.5268246859090192,0.39903806196564173,0.12778662394337748,0.3951510649190322,normal
